,_id,price,type,title,mobile,address,city,age,url,rooms,bathrooms,m2,elevator,floor,balcony,terrace,heating,air_conditioning,parking,pool,id,transfer_taxes,insurance,ibi,community,maintenance,costs,amount_to_pay,total_mortgage,monthly_mortgage,incomes,rentability,group,percentile
12567,6407c4bd4d7c3f56aba537d0,65000,Piso,Piso con ascensor en Centro,927 132 761,Centro,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/ascensor/176844725/d?from=list,4,1,64,Yes,1,No,No,No,No,No,No,12689,6500.0,110.0,96.0,34.9,165.0,33.824999999999996,0,0.0,0.0,642.1666666666666,10.209930069930067,3/3,16.49484536082474
12584,6407c4bd4d7c3f56aba537e1,90000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,18,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-trastero/176835021/d?from=list,2,1,90,No,1,No,No,Yes,No,No,No,12706,9000.0,175.0,135.0,38.65,190.0,44.887499999999996,0,0.0,0.0,568.6666666666666,6.348838383838383,3/3,42.561983471074385
12586,6407c4bd4d7c3f56aba537e3,107000,Piso,Piso con ascensor en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,21,/es/comprar/vivienda/caceres-capital/parking-trastero-ascensor/176793930/d?from=list,3,1,90,Yes,0,No,No,No,No,No,No,12708,10700.0,175.0,135.0,58.0,207.0,47.916666666666664,7000,10714.044457253036,29.761234603480656,625.8333333333334,6.577865184758232,1/3,52.23880597014926
12599,6407c4bd4d7c3f56aba537f0,130000,Piso,Piso con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,29,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/176698745/d?from=list,3,1,121,No,2,No,Yes,No,No,No,No,12721,13000.0,252.5,181.5,60.65,230.0,60.387499999999996,30000,45917.33338822729,127.54814830063138,703.6666666666666,6.188772220392423,2/3,53.94736842105263
12651,6407c4bd4d7c3f56aba53824,102000,Piso,Piso con terraza en Centro,927 135 081,Centro,Cáceres Capital,147,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-ascensor-patio/155211635/d?from=list,3,1,76,Yes,1,No,No,No,No,No,No,12776,10200.0,140.0,114.0,55.25,202.0,42.604166666666664,2000,3061.1555592151526,8.503209886708758,634.8333333333334,7.004711481359497,1/3,31.024096385542173
12696,6407c4bd4d7c3f56aba53851,99000,Piso,"Piso con aire acondicionado en Calle de Navalmoral de la Mata, La Cañada",927 920 487,La Cañada,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/aire-acondicionado-parking-trastero/163663864/d?from=list,3,2,207,No,1,No,No,No,Yes,No,No,12823,9900.0,467.5,310.5,43.6,199.0,85.05,0,0.0,0.0,1033.3333333333333,11.379399999999999,2/3,34.21052631578948
12697,6407c4bd4d7c3f56aba53852,102000,Piso,"Piso con ascensor en Calle Diego María Crehuet, Centro",927 920 487,Centro,Cáceres Capital,2,/es/comprar/vivienda/caceres-capital/aire-acondicionado-ascensor/162589631/d?from=list,3,1,89,Yes,2,No,No,No,No,No,No,12824,10200.0,172.5,133.5,55.25,202.0,46.9375,2000,3061.1555592151526,8.503209886708758,647.8333333333334,7.108711481359495,1/3,31.024096385542173
12725,6407c4bd4d7c3f56aba5386e,84000,Piso,Piso con ascensor en La Cañada,927 920 847,La Cañada,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-parking-trastero-ascensor/176100332/d?from=list,4,2,95,Yes,2,No,No,No,No,No,No,12853,8400.0,187.5,142.5,45.35,184.0,46.612500000000004,0,0.0,0.0,644.8333333333334,7.769101731601734,1/3,71.23287671232876
12754,6407c4bd4d7c3f56aba5388b,110000,Piso,Piso con terraza en Nuevo Cáceres,927 920 171,Nuevo Cáceres,Cáceres Capital,59,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/161466854/d?from=list,4,2,98,No,2,No,Yes,No,No,No,No,12883,11000.0,195.0,147.0,49.650000000000006,210.0,50.137499999999996,10000,15305.777796075765,42.51604943354379,674.3333333333334,6.980157406797474,2/3,12.121212121212121
13103,6407c4bd4d7c3f56aba539e8,69000,Piso,Piso con terraza en Centro,Unknown,Centro,Cáceres Capital,1002,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza-amueblado-television/155960946/d?from=list,3,1,70,No,0,No,Yes,Yes,No,No,No,13244,6900.0,125.0,105.0,27.1,169.0,35.50833333333333,0,0.0,0.0,673.8333333333334,10.09209486166008,3/3,21.649484536082472
13104,6407c4bd4d7c3f56aba539e9,153000,Casa adosada,"Casa adosada con terraza en Calle Calle Alonso Zamora Vicente, Ciudad Monumental",927 137 029,Ciudad Monumental,Cáceres Capital,263,/es/comprar/vivienda/caceres-capital/calefaccion-parking-jardin-terraza-trastero-no-amueblado/163907252/d?from=list,4,2,120,No,0,No,Yes,Yes,No,No,No,13245,15300.0,250.0,180.0,73.30000000000001,253.0,63.025,53000,81120.62231920156,225.3350619977821,707.6666666666666,5.031679256026614,2/3,100.0
13105,6407c4bd4d7c3f56aba539ea,82000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 131 359,Nuevo Cáceres,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/176965410/d?from=list,2,1,87,Yes,1,No,No,No,No,No,No,13246,8200.0,167.5,130.5,44.25,182.0,43.6875,0,0.0,0.0,611.8333333333334,7.558481152993349,3/3,42.3728813559322
13117,6407c4bd4d7c3f56aba539f6,125000,Piso,Piso con terraza en Centro,927 135 081,Centro,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-trastero-ascensor-amueblado/163338560/d?from=list,3,2,80,Yes,3,No,No,No,No,No,No,13258,12500.0,150.0,120.0,67.9,225.0,46.90833333333333,25000,38264.44449018941,106.29012358385948,638.8333333333334,5.827618516993687,2/3,13.823529411764707
13135,6407c4bd4d7c3f56aba53a08,82000,Apartamento,Apartamento con ascensor en Nuevo Cáceres,927 136 129,Nuevo Cáceres,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/164992753/d?from=list,2,1,85,Yes,0,No,No,No,No,No,No,13276,8200.0,162.5,127.5,44.25,182.0,43.020833333333336,0,0.0,0.0,609.8333333333334,7.5407427937915745,3/3,42.3728813559322
13136,6407c4bd4d7c3f56aba53a09,136000,Casa adosada,"Casa adosada en Del Alba, 27, Mejostilla",924 926 902,Mejostilla,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-patio/176543184/d?from=list,4,2,122,No,0,Yes,Yes,No,No,No,No,13277,13600.0,255.0,183.0,63.95000000000001,236.0,61.49583333333334,36000,55100.80006587275,153.05777796075765,713.6666666666666,5.989356664470908,3/3,29.80769230769231
13148,6407c4bd4d7c3f56aba53a15,95000,Apartamento,Apartamento con 1 baño en Centro,927 132 761,Centro,Cáceres Capital,3,/es/comprar/vivienda/caceres-capital/trastero-amueblado/176569029/d?from=list,2,1,59,No,1,No,No,No,No,No,No,13289,9500.0,102.5,88.5,41.4,195.0,35.61666666666667,0,0.0,0.0,529.3333333333334,5.924600000000001,1/3,13.554216867469881
13164,6407c4bd4d7c3f56aba53a25,74000,Apartamento,Apartamento con terraza en Ciudad Monumental,927 920 764,Ciudad Monumental,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/165358013/d?from=list,2,1,50,Yes,3,No,No,No,No,No,No,13305,7400.0,125.0,75.0,39.85,174.0,34.487500000000004,0,0.0,0.0,574.8333333333334,7.965786240786242,1/3,76.08695652173913
13183,6407c4bd4d7c3f56aba53a38,95000,Piso,Piso con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,88,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-trastero/176098698/d?from=list,3,2,140,No,2,No,Yes,No,No,No,No,13324,9500.0,300.0,210.0,41.4,195.0,62.199999999999996,0,0.0,0.0,760.6666666666666,8.381599999999999,3/3,60.743801652892564
13202,6407c4bd4d7c3f56aba53a4b,95000,Casa o chalet,Casa o chalet con 2 baños en Ciudad Monumental,927 132 761,Ciudad Monumental,Cáceres Capital,95,/es/comprar/vivienda/caceres-capital/ciudad-monumental/158496845/d?from=list,4,2,110,No,0,No,No,No,No,No,No,13343,9500.0,225.0,165.0,41.4,195.0,52.199999999999996,0,0.0,0.0,659.3333333333334,7.2856000000000005,3/3,60.743801652892564
13204,6407c4bd4d7c3f56aba53a4d,115000,Apartamento,Apartamento con calefacción en Ciudad Monumental,927 920 583,Ciudad Monumental,Cáceres Capital,11,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-trastero-amueblado/160447463/d?from=list,1,1,55,No,0,No,No,Yes,No,No,No,13345,11500.0,112.5,82.5,52.400000000000006,215.0,38.53333333333333,15000,22958.666694113646,63.77407415031569,510.0,4.892311110196211,2/3,3.508771929824561
13227,6407c4bd4d7c3f56aba53a64,90000,Piso,"Piso en Calle Camberos, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,451,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-amueblado-television-internet/162052296/d?from=list,1,1,35,No,0,Yes,No,Yes,No,No,No,13368,9000.0,162.5,52.5,38.65,190.0,36.97083333333333,0,0.0,0.0,470.0,5.248838383838384,3/3,42.561983471074385
13253,6407c4bd4d7c3f56aba53a7e,120000,Piso,"Piso en Avenida Pablo Naranjo Porras, Centro",Unknown,Centro,Cáceres Capital,545,/es/comprar/vivienda/caceres-capital/terraza-ascensor-amueblado/161129488/d?from=list,4,2,95,Yes,0,No,Yes,No,No,No,No,13394,12000.0,187.5,142.5,65.15,220.0,51.262499999999996,20000,30611.55559215153,85.03209886708758,708.3,6.864064813594947,1/3,93.67469879518073
13310,6407c4bd4d7c3f56aba53ab7,90000,Piso,Piso con terraza en La Cañada,927 920 167,La Cañada,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza/164839985/d?from=list,4,2,90,No,3,No,Yes,No,No,No,No,13451,9000.0,175.0,135.0,38.65,190.0,44.887499999999996,0,0.0,0.0,666.3333333333334,7.532676767676769,1/3,95.20547945205479
13311,6407c4bd4d7c3f56aba53ab8,120000,Piso,Piso con terraza en Centro,927 920 167,Centro,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/calefaccion-terraza/164770047/d?from=list,3,1,80,No,2,No,Yes,No,No,No,No,13452,12000.0,150.0,120.0,55.15,220.0,45.42916666666667,20000,30611.55559215153,85.03209886708758,683.8333333333334,6.64046481359495,1/3,93.67469879518073
13674,6407c4bd4d7c3f56aba53c23,110000,Piso,Piso con terraza en La Cañada,927 920 167,La Cañada,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza/162735067/d?from=list,4,2,90,No,2,No,Yes,No,No,No,No,13815,11000.0,175.0,135.0,49.650000000000006,210.0,47.47083333333333,10000,15305.777796075765,42.51604943354379,666.3333333333334,6.916157406797476,2/3,64.47368421052632
13686,6407c4bd4d7c3f56aba53c2f,135000,Piso,Piso con terraza en Ciudad Monumental,927 920 167,Ciudad Monumental,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/156351501/d?from=list,4,1,90,No,3,No,Yes,No,No,No,No,13827,13500.0,175.0,135.0,63.4,235.0,50.699999999999996,35000,53570.22228626518,148.8061730174033,666.3333333333334,5.6019259237911605,2/3,71.49122807017544
13705,6407c4bd4d7c3f56aba53c42,100000,Piso,Piso con balcón en Centro,Unknown,Centro,Cáceres Capital,1292,/es/comprar/vivienda/caceres-capital/calefaccion-trastero-zona-comunitaria-ascensor-parking/152441297/d?from=list,3,1,75,Yes,0,No,No,No,No,Yes,No,13846,10000.0,137.5,112.5,54.15,200.0,42.012499999999996,0,0.0,0.0,745.9,8.44665,1/3,26.80722891566265
13717,6407c4bd4d7c3f56aba53c4e,122000,Casa o chalet,Casa o chalet con 1 baño en Ciudad Monumental,927 920 171,Ciudad Monumental,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/trastero-patio/176982948/d?from=list,3,1,105,No,0,No,No,No,No,No,No,13858,12200.0,212.5,157.5,56.25000000000001,222.0,54.020833333333336,22000,33672.71115136668,93.53530875379634,625.3333333333334,5.733326294954444,2/3,17.543859649122805
13732,6407c4bd4d7c3f56aba53c5d,109000,Piso,"Piso en Calle San Jorge, 26, Centro",927 920 478,Centro,Cáceres Capital,6,/es/comprar/vivienda/caceres-capital/parking-amueblado-internet/176203472/d?from=list,1,1,38,No,0,No,No,No,No,No,No,13873,10900.0,155.0,57.0,49.1,209.0,39.175000000000004,9000,13775.200016468187,38.26444449018941,476.0,4.7827266661177275,1/3,49.397590361445786
13751,6407c4bd4d7c3f56aba53c70,57000,Piso,Piso con terraza en La Cañada,927 135 081,La Cañada,Cáceres Capital,203,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-ascensor/147056683/d?from=list,3,1,85,Yes,3,No,No,No,No,No,No,13892,5700.0,162.5,127.5,30.5,157.0,39.791666666666664,0,0.0,0.0,620.8333333333334,11.120414673046252,3/3,96.42857142857143
13772,6407c4bd4d7c3f56aba53c85,145000,Piso,Piso con ascensor en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-ascensor-amueblado/165239219/d?from=list,3,2,95,Yes,3,No,No,No,No,No,No,13913,14500.0,187.5,142.5,78.9,245.0,54.49166666666667,45000,68876.00008234095,191.32222245094707,630.8333333333334,4.620233330588635,3/3,70.1923076923077
13795,6407c4bd4d7c3f56aba53c9c,95000,Piso,Piso con terraza en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza-ascensor/165358130/d?from=list,3,1,70,Yes,3,No,No,No,No,No,No,13936,9500.0,125.0,105.0,51.4,195.0,39.699999999999996,0,0.0,0.0,628.8333333333334,7.069600000000001,1/3,13.554216867469881
13796,6407c4bd4d7c3f56aba53c9d,130000,Piso,Piso con terraza en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza-ascensor/165358070/d?from=list,4,1,85,Yes,5,No,No,No,No,No,No,13937,13000.0,162.5,127.5,70.65,230.0,49.22083333333333,30000,45917.33338822729,127.54814830063138,663.1666666666666,5.836772220392423,2/3,35.588235294117645
13820,6407c4bd4d7c3f56aba53cb5,135000,Piso,Piso con ascensor en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/parking-ascensor/165358071/d?from=list,3,2,95,Yes,5,No,No,No,No,No,No,13961,13500.0,187.5,142.5,73.4,235.0,53.199999999999996,35000,53570.22228626518,148.8061730174033,653.8333333333334,5.421925923791162,2/3,55.294117647058826
13850,6407c4bd4d7c3f56aba53cd3,120000,Piso,Piso con terraza en Centro,927 920 764,Centro,Cáceres Capital,89,/es/comprar/vivienda/caceres-capital/terraza-ascensor/165358221/d?from=list,4,2,90,Yes,2,No,No,No,No,No,No,13991,12000.0,175.0,135.0,65.15,220.0,49.59583333333333,20000,30611.55559215153,85.03209886708758,668.1666666666666,6.402464813594948,1/3,93.67469879518073
13880,6407c4bd4d7c3f56aba53cf1,115000,Piso,"Piso en Plaza Antonio Hurtado, Centro",Unknown,Centro,Cáceres Capital,208,/es/comprar/vivienda/caceres-capital/terraza-ascensor/164544641/d?from=list,3,1,85,Yes,1,No,No,No,No,No,No,14021,11500.0,162.5,127.5,62.400000000000006,215.0,47.28333333333333,15000,22958.666694113646,63.77407415031569,643.8333333333334,6.393311110196211,1/3,72.59036144578315
14242,6407c4bd4d7c3f56aba53e5b,76000,Piso,Piso con balcón en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion/176100445/d?from=list,2,1,80,No,2,Yes,No,No,No,No,No,14383,7600.0,150.0,120.0,30.950000000000003,176.0,39.74583333333333,0,0.0,0.0,548.6666666666666,7.305083732057415,1/3,92.39130434782608
14247,6407c4bd4d7c3f56aba53e60,94000,Piso,Piso con terraza en Centro,927 920 847,Centro,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor/176100028/d?from=list,3,1,75,Yes,3,No,No,No,No,No,No,14388,9400.0,137.5,112.5,50.85,194.0,41.237500000000004,0,0.0,0.0,633.8333333333334,7.111150000000001,1/3,6.024096385542169
14254,6407c4bd4d7c3f56aba53e67,125000,Piso,Piso con ascensor en Centro,927 920 847,Centro,Cáceres Capital,48,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/176099860/d?from=list,3,2,95,Yes,4,No,No,No,No,No,No,14395,12500.0,187.5,142.5,67.9,225.0,51.90833333333333,25000,38264.44449018941,106.29012358385948,653.8333333333334,5.947618516993687,2/3,13.823529411764707
14301,6407c4bd4d7c3f56aba53e96,100000,Piso,"Piso en Avenida de la Hispanidad, Centro",Unknown,Centro,Cáceres Capital,383,/es/comprar/vivienda/caceres-capital/ascensor-parking/162694269/d?from=list,3,1,76,Yes,0,No,No,No,No,Yes,No,14442,10000.0,140.0,114.0,54.15,200.0,42.34583333333333,0,0.0,0.0,746.5,8.44985,1/3,26.80722891566265
14302,6407c4bd4d7c3f56aba53e97,125000,Piso,"Piso en Plaza de las Canterías, 4, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,784,/es/comprar/vivienda/caceres-capital/terraza-amueblado/158397681/d?from=list,3,2,80,No,0,No,Yes,No,No,No,No,14443,12500.0,150.0,120.0,57.9,225.0,46.074999999999996,25000,38264.44449018941,106.29012358385948,642.3333333333334,5.879618516993687,2/3,30.26315789473684
14303,6407c4bd4d7c3f56aba53e98,133000,Dúplex,"Dúplex en Avenida de San Blas, Ciudad Monumental",Unknown,Ciudad Monumental,Cáceres Capital,677,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking/159853658/d?from=list,2,2,99,No,0,No,No,Yes,Yes,No,No,14444,13300.0,197.5,148.5,62.300000000000004,233.0,53.44166666666666,33000,50509.066727050034,140.30296313069454,590.3333333333334,4.759064442431666,2/3,64.47368421052632
14320,6407c4bd4d7c3f56aba53ea9,130000,Piso,"Piso con terraza en Lima, Centro",927 920 179,Centro,Cáceres Capital,32,/es/comprar/vivienda/caceres-capital/calefaccion-terraza-ascensor-no-amueblado/164577793/d?from=list,4,2,110,Yes,0,No,Yes,No,No,No,No,14461,13000.0,225.0,165.0,70.65,230.0,57.55416666666667,30000,45917.33338822729,127.54814830063138,717.3,6.386372220392422,2/3,35.588235294117645
14340,6407c4bd4d7c3f56aba53ebd,85000,Piso,"Piso en Plaza Avenida de la Constitución, La Cañada",Unknown,La Cañada,Cáceres Capital,160,/es/comprar/vivienda/caceres-capital/ascensor/165082078/d?from=list,3,1,80,Yes,5,No,No,No,No,No,No,14481,8500.0,150.0,120.0,45.9,185.0,41.74166666666667,0,0.0,0.0,615.8333333333334,7.368021390374333,1/3,75.34246575342465
14341,6407c4bd4d7c3f56aba53ebe,110000,Piso,"Piso en Plaza Profesor Hernandez Pacheco, Centro",Unknown,Centro,Cáceres Capital,208,/es/comprar/vivienda/caceres-capital/terraza-ascensor/164540684/d?from=list,3,1,96,Yes,2,No,No,No,No,No,No,14482,11000.0,190.0,144.0,59.650000000000006,210.0,50.30416666666667,10000,15305.777796075765,42.51604943354379,654.8333333333334,6.744157406797474,1/3,56.02409638554217
14342,6407c4bd4d7c3f56aba53ebf,150000,Piso,"Piso en Plaza Calle Gran Bretaña, Centro",Unknown,Centro,Cáceres Capital,208,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-trastero/164539905/d?from=list,2,1,63,No,1,No,Yes,No,No,No,No,14483,15000.0,107.5,94.5,71.65,250.0,43.637499999999996,50000,76528.88898037882,212.58024716771897,649.1666666666666,4.715387033987372,2/3,93.23529411764706
14364,6407c4bd4d7c3f56aba53ed5,150000,Piso,"Piso en Plaza Calle Gran Bretaña, Centro",Unknown,Centro,Cáceres Capital,228,/es/comprar/vivienda/caceres-capital/calefaccion-parking-terraza-trastero/164364253/d?from=list,2,1,63,No,1,No,Yes,No,No,No,No,14505,15000.0,107.5,94.5,71.65,250.0,43.637499999999996,50000,76528.88898037882,212.58024716771897,649.1666666666666,4.715387033987372,2/3,93.23529411764706
14365,6407c4bd4d7c3f56aba53ed6,108000,Piso,"Piso con ascensor en Calle Cueva de la Becerra, Nuevo Cáceres",927 134 079,Nuevo Cáceres,Cáceres Capital,256,/es/comprar/vivienda/caceres-capital/trastero-zona-comunitaria-ascensor-parking-piscina/163468002/d?from=list,1,1,64,Yes,0,No,No,No,No,Yes,No,14506,10800.0,110.0,96.0,58.550000000000004,208.0,39.37916666666667,8000,12244.62223686061,34.01283954683503,631.9,6.702095925437979,2/3,4.545454545454545
14418,6407c4bd4d7c3f56aba53f0b,139900,Piso,Piso con ascensor en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,1,/es/comprar/vivienda/caceres-capital/parking-trastero-ascensor/177024547/d?from=list,3,2,105,Yes,1,No,No,No,No,No,No,14559,13990.0,212.5,157.5,76.09500000000001,239.9,57.16625,39900,61070.053406342304,169.63903723983972,643.1666666666666,4.996336553121923,3/3,44.23076923076923
14448,6407c4bd4d7c3f56aba53f29,140000,Casa adosada,"Casa adosada con calefacción en Peñalara, Mejostilla",927 920 179,Mejostilla,Cáceres Capital,5,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-parking-no-amueblado/165765931/d?from=list,4,2,108,No,0,No,No,Yes,No,Yes,No,14589,14000.0,220.0,162.0,66.15,240.0,57.34583333333333,40000,61223.11118430306,170.06419773417517,671.3333333333334,5.327079627189898,3/3,50.0
14811,6407c4bd4d7c3f56aba54094,60000,Piso,Piso con 1 baño en Mejostilla,927 135 098,Mejostilla,Cáceres Capital,8,/es/comprar/vivienda/caceres-capital/no-amueblado/157718540/d?from=list,3,1,55,No,2,No,No,No,No,No,No,14952,6000.0,112.5,82.5,22.15,160.0,31.429166666666664,0,0.0,0.0,520.6666666666666,8.895227272727272,2/3,50.0
14824,6407c4bd4d7c3f56aba540a1,59500,Piso,Piso con terraza en Centro,924 150 618,Centro,Cáceres Capital,61,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-terraza/162343441/d?from=list,3,1,80,No,2,No,Yes,No,No,No,No,14965,5950.0,150.0,120.0,21.875,159.5,37.614583333333336,0,0.0,0.0,683.8333333333334,11.84816653934301,3/3,8.762886597938143
14832,6407c4bd4d7c3f56aba540a9,137000,Casa o chalet,Casa o chalet con terraza en Centro,927 920 847,Centro,Cáceres Capital,35,/es/comprar/vivienda/caceres-capital/aire-acondicionado-terraza-trastero-patio/176226987/d?from=list,5,2,200,No,1,No,Yes,No,No,No,No,14973,13700.0,450.0,300.0,64.50000000000001,237.0,87.625,37000,56631.37784548034,157.30938290411206,971.8333333333334,8.722787405150655,2/3,63.82352941176471
14843,6407c4bd4d7c3f56aba540b4,105000,Piso,Piso con ascensor en Centro,927 920 847,Centro,Cáceres Capital,24,/es/comprar/vivienda/caceres-capital/ascensor/176099529/d?from=list,4,1,95,Yes,6,No,No,No,No,No,No,14984,10500.0,187.5,142.5,56.9,205.0,49.324999999999996,5000,7652.888898037882,21.258024716771896,673.1666666666666,7.231003703398738,1/3,40.36144578313253
14855,6407c4bd4d7c3f56aba540c0,85000,Piso,Piso con terraza en Mejostilla,927 920 171,Mejostilla,Cáceres Capital,25,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-terraza-trastero/176310442/d?from=list,3,1,75,No,2,No,Yes,No,No,No,No,14996,8500.0,137.5,112.5,35.9,185.0,39.24166666666667,0,0.0,0.0,637.3333333333334,7.676042780748664,2/3,96.66666666666667
14872,6407c4bd4d7c3f56aba540d1,125000,Piso,Piso con ascensor en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/trastero-ascensor/165206341/d?from=list,3,1,100,Yes,1,No,No,No,No,No,No,15013,12500.0,200.0,150.0,67.9,225.0,53.574999999999996,25000,38264.44449018941,106.29012358385948,658.8333333333334,5.987618516993686,2/3,13.823529411764707
14889,6407c4bd4d7c3f56aba540e2,137000,Piso,Piso con terraza en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/terraza-ascensor/164788550/d?from=list,4,2,140,Yes,3,No,No,No,No,No,No,15030,13700.0,300.0,210.0,74.50000000000001,237.0,68.45833333333333,37000,56631.37784548034,157.30938290411206,768.1666666666666,6.508787405150655,2/3,63.82352941176471
14890,6407c4bd4d7c3f56aba540e3,103630,Piso,Piso con ascensor en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-ascensor/165357967/d?from=list,4,1,100,Yes,6,No,No,No,No,No,No,15031,10363.0,200.0,150.0,56.1465,203.63,50.81470833333333,3630,5555.997339975503,15.433325944376397,678.1666666666666,7.343023588667482,1/3,33.13253012048193
14909,6407c4bd4d7c3f56aba540f6,100000,Piso,Piso con calefacción en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/aire-acondicionado-calefaccion-parking-trastero/165254923/d?from=list,3,1,78,No,1,No,No,Yes,No,No,No,15050,10000.0,145.0,117.0,44.15,200.0,42.17916666666667,0,0.0,0.0,566.6666666666666,6.293849999999999,1/3,29.1044776119403
14910,6407c4bd4d7c3f56aba540f7,130000,Piso,Piso con ascensor en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/ascensor/165198005/d?from=list,2,1,80,Yes,7,No,No,No,No,No,No,15051,13000.0,150.0,120.0,70.65,230.0,47.55416666666667,30000,45917.33338822729,127.54814830063138,621.1666666666666,5.352772220392422,2/3,35.588235294117645
14933,6407c4bd4d7c3f56aba5410e,125000,Dúplex,Dúplex con ascensor en Centro,927 920 764,Centro,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/ascensor/165334651/d?from=list,3,1,85,Yes,5,No,No,No,No,No,No,15074,12500.0,162.5,127.5,67.9,225.0,48.574999999999996,25000,38264.44449018941,106.29012358385948,643.8333333333334,5.867618516993687,2/3,13.823529411764707
14934,6407c4bd4d7c3f56aba5410f,75000,Piso,Piso con terraza en Mejostilla,927 920 764,Mejostilla,Cáceres Capital,34,/es/comprar/vivienda/caceres-capital/parking-terraza/165358161/d?from=list,3,1,52,No,4,No,Yes,No,No,No,No,15075,7500.0,120.0,78.0,30.4,175.0,33.61666666666667,0,0.0,0.0,614.3333333333334,8.446787878787879,2/3,67.77777777777779
14958,6407c4bd4d7c3f56aba54127,115000,Piso,Piso con aire acondicionado en Centro,927 920 764,Centro,Cáceres Capital,74,/es/comprar/vivienda/caceres-capital/aire-acondicionado/162519193/d?from=list,2,2,80,No,2,No,No,No,Yes,No,No,15099,11500.0,150.0,120.0,52.400000000000006,215.0,44.78333333333333,15000,22958.666694113646,63.77407415031569,571.3333333333334,5.553311110196211,1/3,72.59036144578315
14959,6407c4bd4d7c3f56aba54128,130000,Piso,Piso con terraza en Ciudad Monumental,927 920 847,Ciudad Monumental,Cáceres Capital,12,/es/comprar/vivienda/caceres-capital/parking-terraza/176100068/d?from=list,4,2,183,No,1,No,Yes,No,No,No,No,15100,13000.0,407.5,274.5,60.65,230.0,81.05416666666666,30000,45917.33338822729,127.54814830063138,896.6666666666666,8.256772220392422,2/3,53.94736842105263
